type,theme,count,percent,percent_count
Federal,"PiSAR-L2 CR, Hokkaido Tomakomai, Japan",11,0.01582119176722712,0.02% (11)
Federal,"Isluga Volcano, Chile",11,0.01582119176722712,0.02% (11)
Federal,"PiSAR-L2 Kumamoto - Aso, Japan",11,0.01582119176722712,0.02% (11)
City,Public Health,11,0.0515657228576786,0.05% (11)
Federal,"Potential Carbon Sequestration Site, PA",11,0.01582119176722712,0.02% (11)
Federal,"Port Fourchon, LA",11,0.01582119176722712,0.02% (11)
Federal,General Benefit Information,11,0.01582119176722712,0.02% (11)
Federal,"Garibaldi Park, Canada",11,0.01582119176722712,0.02% (11)
Federal,"Sierra Del Lacandn NP, Guatemala",11,0.01582119176722712,0.02% (11)
Federal,"Pongara, Gabon",11,0.01582119176722712,0.02% (11)
Federal,"Ponderosa Forest, CA",11,0.01582119176722712,0.02% (11)
Federal,"Pinyon Juniper, Colorado",11,0.01582119176722712,0.02% (11)
Federal,"Sairecabur Volcano, Chile/Bolivia",11,0.01582119176722712,0.02% (11)
Federal,"Kaibab Natl Forest, AZ",11,0.01582119176722712,0.02% (11)
Federal,"Fuego Volcano, Guatemala",11,0.01582119176722712,0.02% (11)
Federal,"PiSAR-L2 Nara Totsukawa-mura, Japan",11,0.01582119176722712,0.02% (11)
Federal,"Franklin, VA",11,0.01582119176722712,0.02% (11)
Federal,"Fort Liard, Canada",11,0.01582119176722712,0.02% (11)
Federal,"Galeras Volcano, Colombia",11,0.01582119176722712,0.02% (11)
Federal,"Reidsville, NC",11,0.01582119176722712,0.02% (11)
Federal,"Sierra Madre, CA",11,0.01582119176722712,0.02% (11)
Federal,"Channel Islands, CA",11,0.01582119176722712,0.02% (11)
Federal,TomoSAR offset line 50 meters,11,0.01582119176722712,0.02% (11)
Federal,TomoSAR offset line 57 meters,11,0.01582119176722712,0.02% (11)
Federal,TomoSAR offset line 64 meters,11,0.01582119176722712,0.02% (11)
Federal,TomoSAR offset line 71 meters,11,0.01582119176722712,0.02% (11)
Federal,"Cerro Negro Volcano, Colombia/Ecuador",11,0.01582119176722712,0.02% (11)
Federal,"Cerro Mercedario, Argentina",11,0.01582119176722712,0.02% (11)
Federal,Manufacturing:Process measurement and control,11,0.01582119176722712,0.02% (11)
Federal,"Central West Coast, FL",11,0.01582119176722712,0.02% (11)
Federal,Oklahoma corner reflectors,11,0.01582119176722712,0.02% (11)
Federal,"Oil spill site, LA",11,0.01582119176722712,0.02% (11)
Federal,"Ogooue River, Gabon",11,0.01582119176722712,0.02% (11)
Federal,TomoSAR offset line 83 meters,11,0.01582119176722712,0.02% (11)
Federal,Baseline 6,11,0.01582119176722712,0.02% (11)
Federal,"Ogooue River Basin, Gabon",11,0.01582119176722712,0.02% (11)
Federal,"Catlow Valley, OR",11,0.01582119176722712,0.02% (11)
Federal,Ocean East of Florida Keys,11,0.01582119176722712,0.02% (11)
Federal,"Catawba River, NC",11,0.01582119176722712,0.02% (11)
Federal,Baseline 7,11,0.01582119176722712,0.02% (11)
Federal,"Tonzi Ranch, CA",11,0.01582119176722712,0.02% (11)
Federal,"Chaiten Volcano, Chile",11,0.01582119176722712,0.02% (11)
Federal,TomoSAR offset line 36 meters,11,0.01582119176722712,0.02% (11)
Federal,"Carmel Valley, CA",11,0.01582119176722712,0.02% (11)
Federal,TomoSAR offset line 119 meters,11,0.01582119176722712,0.02% (11)
Federal,"Tacora Volcano, Chile",11,0.01582119176722712,0.02% (11)
Federal,"PARC corner reflector, CA",11,0.01582119176722712,0.02% (11)
Federal,"Tall, AL",11,0.01582119176722712,0.02% (11)
Federal,"Owens Lake, CA",11,0.01582119176722712,0.02% (11)
Federal,"Oroville Dam, CA",11,0.01582119176722712,0.02% (11)
Federal,"Coastal Redwoods, CA",11,0.01582119176722712,0.02% (11)
Federal,"Clearlake, CA",11,0.01582119176722712,0.02% (11)
Federal,Baseline 5,11,0.01582119176722712,0.02% (11)
Federal,2008_AN_UTIG,11,0.01582119176722712,0.02% (11)
Federal,"Circumpolar Active Layer Measurement, Al",11,0.01582119176722712,0.02% (11)
Federal,"Churute Mangroves, Ecuador",11,0.01582119176722712,0.02% (11)
Federal,"China Lake, CA",11,0.01582119176722712,0.02% (11)
Federal,"Chillan Volcano, Chile",11,0.01582119176722712,0.02% (11)
Federal,"Old Crow, Canada",11,0.01582119176722712,0.02% (11)
Federal,Manufacturing:Biomanufacturing,11,0.01582119176722712,0.02% (11)
Federal,Manufacturing:Interoperability in manufacturing,11,0.01582119176722712,0.02% (11)
Federal,"Tifton, GA",11,0.01582119176722712,0.02% (11)
Federal,"Tinguiririca Volcano, Chile",11,0.01582119176722712,0.02% (11)
Federal,Manufacturing:Machining,11,0.01582119176722712,0.02% (11)
Federal,"Tonzi Ranch, California",11,0.01582119176722712,0.02% (11)
Federal,"Toolik, Alaska",11,0.01582119176722712,0.02% (11)
Federal,"Machin Volcano, Colombia",11,0.01582119176722712,0.02% (11)
Federal,"Tupungatito Volcano, Chile/Argentina",11,0.01582119176722712,0.02% (11)
Federal,"Tutupaca Volcano, Peru",11,0.01582119176722712,0.02% (11)
Federal,Berms TomoSAR 240m baseline,11,0.01582119176722712,0.02% (11)
Federal,Berms TomoSAR 280m baseline,11,0.01582119176722712,0.02% (11)
Federal,OMG,11,0.01582119176722712,0.02% (11)
Federal,Berms TomoSAR 40m baseline,11,0.01582119176722712,0.02% (11)
Federal,Berms TomoSAR 80m baseline,11,0.01582119176722712,0.02% (11)
Federal,MetOp,11,0.01582119176722712,0.02% (11)
Federal,"Big Sur, CA",11,0.01582119176722712,0.02% (11)
Federal,"Big Sur, California",11,0.01582119176722712,0.02% (11)
Federal,"Buenos Aires Province, Argentina",11,0.01582119176722712,0.02% (11)
Federal,"Borehole Sites, Alaska",11,0.01582119176722712,0.02% (11)
Federal,"Virginia Barrier Island, VA",11,0.01582119176722712,0.02% (11)
Federal,"Boreal Forest, SK, Canada",11,0.01582119176722712,0.02% (11)
Federal,"Boquete, Costa Rica",11,0.01582119176722712,0.02% (11)
Federal,"North Sea, Norway",11,0.01582119176722712,0.02% (11)
Federal,Bonanaza Creek LTER,11,0.01582119176722712,0.02% (11)
Federal,Bioscience,11,0.01582119176722712,0.02% (11)
Federal,"Northwest Coast, FL",11,0.01582119176722712,0.02% (11)
Federal,"Blodgett Forest, CA",11,0.01582119176722712,0.02% (11)
Federal,Berms TomoSAR 200m baseline,11,0.01582119176722712,0.02% (11)
Federal,Materials:Ceramics,11,0.01582119176722712,0.02% (11)
Federal,"Oahu, HI southeast",11,0.01582119176722712,0.02% (11)
Federal,"Tumaco Mangroves, Colombia",11,0.01582119176722712,0.02% (11)
Federal,"Capitol Forest, WA",11,0.01582119176722712,0.02% (11)
Federal,Cape Canaveral,11,0.01582119176722712,0.02% (11)
Federal,Baseline 8,11,0.01582119176722712,0.02% (11)
Federal,"Sierra, CA",11,0.01582119176722712,0.02% (11)
Federal,Baseline 9,11,0.01582119176722712,0.02% (11)
Federal,"Campo del Cielo, Argentina",11,0.01582119176722712,0.02% (11)
Federal,"Campana, Argentina",11,0.01582119176722712,0.02% (11)
Federal,"Beaufort Sea, AK",11,0.01582119176722712,0.02% (11)
Federal,Metrology:Dimensional metrology,11,0.01582119176722712,0.02% (11)
Federal,Maryland,11,0.01582119176722712,0.02% (11)
Federal,"North Forth Smith, Canada",11,0.01582119176722712,0.02% (11)
Federal,"Traunstein, Germany",11,0.01582119176722712,0.02% (11)
Federal,"Bermejo River, Argentina",11,0.01582119176722712,0.02% (11)
Federal,California Coast - southern,11,0.01582119176722712,0.02% (11)
Federal,Berms TomoSAR 120m baseline,11,0.01582119176722712,0.02% (11)
Federal,2009_AN_UTIG,11,0.01582119176722712,0.02% (11)
Federal,Berms TomoSAR 160m baseline,11,0.01582119176722712,0.02% (11)
Federal,CPEX,11,0.01582119176722712,0.02% (11)
Federal,"ORNL, TN",11,0.01582119176722712,0.02% (11)
Federal,"Vatnajokull Glacier - SW, Iceland",11,0.01582119176722712,0.02% (11)
Federal,"Madre de Dios, Peru",11,0.01582119176722712,0.02% (11)
Federal,Baseline 4,11,0.01582119176722712,0.02% (11)
Federal,"Alaska borehole sites, AK",11,0.01582119176722712,0.02% (11)
Federal,"Desembocadura, Centro, Nacimiento, Panam",11,0.01582119176722712,0.02% (11)
Federal,"Yacamane Volcano, Peru",11,0.01582119176722712,0.02% (11)
Federal,"Descabezado Grande Volcano, Chile",11,0.01582119176722712,0.02% (11)
Federal,"Denali, Alaska",11,0.01582119176722712,0.02% (11)
Federal,"Winnipeg, Canada",11,0.01582119176722712,0.02% (11)
Federal,"Leno, AL",11,0.01582119176722712,0.02% (11)
Federal,"Aguateca, Guatemala",11,0.01582119176722712,0.02% (11)
Federal,"Delta Junction, Alaska",11,0.01582119176722712,0.02% (11)
Federal,Southern California coast,11,0.01582119176722712,0.02% (11)
Federal,"Munich, Germany",11,0.01582119176722712,0.02% (11)
Federal,"Libreville, Gabon",11,0.01582119176722712,0.02% (11)
Federal,"West Terrebonne Basin, LA",11,0.01582119176722712,0.02% (11)
Federal,"Parana River, Argentina",11,0.01582119176722712,0.02% (11)
Federal,"Panhandle, FL/AL",11,0.01582119176722712,0.02% (11)
Federal,"Aleutian Volcanoes, AK",11,0.01582119176722712,0.02% (11)
Federal,"Panhandle, FL",11,0.01582119176722712,0.02% (11)
Federal,"Lloydminster East, Saskatoon",11,0.01582119176722712,0.02% (11)
Federal,"West Point, VA",11,0.01582119176722712,0.02% (11)
Federal,"Pascagoula, MS",11,0.01582119176722712,0.02% (11)
Federal,"South Wrigley, Canada",11,0.01582119176722712,0.02% (11)
Federal,"Lloydminster West, Saskatoon",11,0.01582119176722712,0.02% (11)
Federal,"Lanai/Maui/Molokai/Oahu, HI",11,0.01582119176722712,0.02% (11)
Federal,"Sitka, AK",11,0.01582119176722712,0.02% (11)
Federal,NISAR CR N01A,11,0.01582119176722712,0.02% (11)
Federal,ACRP,11,0.01582119176722712,0.02% (11)
Federal,"Lake Kaweah, CA",11,0.01582119176722712,0.02% (11)
Federal,"East Terrebonne Basin, LA",11,0.01582119176722712,0.02% (11)
State,Employment First,11,0.03630482854219611,0.04% (11)
Federal,"Yukon Flats, Alaska",11,0.01582119176722712,0.02% (11)
Federal,"Yukon Delta, Alaska",11,0.01582119176722712,0.02% (11)
Federal,"Yucatan Lake, LA",11,0.01582119176722712,0.02% (11)
Federal,"Dona Juana Volcano, Colombia",11,0.01582119176722712,0.02% (11)
Federal,"Langjokull Glacier, Iceland",11,0.01582119176722712,0.02% (11)
Federal,"Socompa Volcano, Chile/Argentina",11,0.01582119176722712,0.02% (11)
Federal,"Sollipulli Volcano, Chile/Argentina",11,0.01582119176722712,0.02% (11)
Federal,"Langjokull and Hofsjokull Glaciers, Icel",11,0.01582119176722712,0.02% (11)
Federal,"Yosemite National Park, CA",11,0.01582119176722712,0.02% (11)
Federal,"Duarte, CA",11,0.01582119176722712,0.02% (11)
Federal,"Langley, NC",11,0.01582119176722712,0.02% (11)
Federal,"Lascar Volcano, Chile",11,0.01582119176722712,0.02% (11)
Federal,Baseline 3,11,0.01582119176722712,0.02% (11)
Federal,"Stoneville, MS",11,0.01582119176722712,0.02% (11)
Federal,"Stratford, CT",11,0.01582119176722712,0.02% (11)
Federal,"Atchafalaya Delta, LA",11,0.01582119176722712,0.02% (11)
Federal,"Pacific Mangrove, Colombia",11,0.01582119176722712,0.02% (11)
Federal,"Pacaya-Samiria National Park, Peru",11,0.01582119176722712,0.02% (11)
Federal,"Coropuna Volcano, Peru",11,0.01582119176722712,0.02% (11)
Federal,"Cordoba Province, Argentina",11,0.01582119176722712,0.02% (11)
Federal,"Mojave, Coyote & Nelson Lakes, CA",11,0.01582119176722712,0.02% (11)
Federal,"Askja Caldera, Iceland",11,0.01582119176722712,0.02% (11)
Federal,"Copan, Honduras",11,0.01582119176722712,0.02% (11)
Federal,"Moche Archaeological Site, Peru",11,0.01582119176722712,0.02% (11)
Federal,"Atchafalaya River Delta, LA",11,0.01582119176722712,0.02% (11)
Federal,"Coweeta, NC",11,0.01582119176722712,0.02% (11)
Federal,"PPA Test, CA",11,0.01582119176722712,0.02% (11)
Federal,"Millbrook, NY",11,0.01582119176722712,0.02% (11)
Federal,Mike Island,11,0.01582119176722712,0.02% (11)
Federal,"Azufral Volcano, Colombia",11,0.01582119176722712,0.02% (11)
Federal,"BERMS, Canada",11,0.01582119176722712,0.02% (11)
Federal,"Barataria Bay, LA",11,0.01582119176722712,0.02% (11)
Federal,Baseline 1,11,0.01582119176722712,0.02% (11)
Federal,Baseline 2,11,0.01582119176722712,0.02% (11)
Federal,"Pacifico Bajo Mira, Colombia",11,0.01582119176722712,0.02% (11)
Federal,"Cotopaxi Volcano, Ecuador",11,0.01582119176722712,0.02% (11)
Federal,Arkansas 2 and forest management 3,11,0.01582119176722712,0.02% (11)
Federal,"Panama Canal forests, Panama",11,0.01582119176722712,0.02% (11)
Federal,"Andes-Antioquia, Colombia",11,0.01582119176722712,0.02% (11)
Federal,"Long Island, New York",11,0.01582119176722712,0.02% (11)
Federal,"Mount Fuji, Japan",11,0.01582119176722712,0.02% (11)
Federal,"Longview, TX",11,0.01582119176722712,0.02% (11)
Federal,"Lope National Park, Gabon",11,0.01582119176722712,0.02% (11)
Federal,Iceland,11,0.01582119176722712,0.02% (11)
Federal,"Subsidence sites, TX",11,0.01582119176722712,0.02% (11)
Federal,"Mouilla, Gabon",11,0.01582119176722712,0.02% (11)
Federal,Arkansas 1,11,0.01582119176722712,0.02% (11)
Federal,"Venado Tuerto, Argentina",11,0.01582119176722712,0.02% (11)
Federal,"Cumbal Volcano, Colombia",11,0.01582119176722712,0.02% (11)
Federal,"Wax Lake Delta, LA",11,0.01582119176722712,0.02% (11)
Federal,"Monroe, LA",11,0.01582119176722712,0.02% (11)
Federal,"Mondah, Gabon",11,0.01582119176722712,0.02% (11)
Federal,white lake,11,0.01582119176722712,0.02% (11)
Federal,"Protection, Assistance, and Solutions",10,0.014382901606570108,0.01% (10)
Federal,Information Technology:Mobile,10,0.014382901606570108,0.01% (10)
State,Location,10,0.033004389583814644,0.03% (10)
Federal,Private Sector Productivity,10,0.014382901606570108,0.01% (10)
Federal,AfriSAR,10,0.014382901606570108,0.01% (10)
City,Permits,10,0.04687792987061691,0.05% (10)
Federal,Information Technology,10,0.014382901606570108,0.01% (10)
Federal,Analytics,10,0.014382901606570108,0.01% (10)
City,Housing & Neighborhoods,10,0.04687792987061691,0.05% (10)
Federal,AQDH,10,0.014382901606570108,0.01% (10)
Federal,GRUMP,10,0.014382901606570108,0.01% (10)
City,Economy,10,0.04687792987061691,0.05% (10)
Federal,Civil Society,10,0.014382901606570108,0.01% (10)
City,"Real Estate, Land Records",10,0.04687792987061691,0.05% (10)
Federal,Manufacturing:Systems integration,10,0.014382901606570108,0.01% (10)
State,Post-Secondary Ed,10,0.033004389583814644,0.03% (10)
Federal,TOTE-VOTE,10,0.014382901606570108,0.01% (10)
Federal,CPEX-AW,10,0.014382901606570108,0.01% (10)
Federal,CDDC,10,0.014382901606570108,0.01% (10)
City,Community Safety and Well-Being,10,0.04687792987061691,0.05% (10)
Federal,USCG,10,0.014382901606570108,0.01% (10)
City,City Finance and Budget,10,0.04687792987061691,0.05% (10)
State,Regulations,10,0.033004389583814644,0.03% (10)
State,Sales & Distribution,10,0.033004389583814644,0.03% (10)
Federal,assignments,10,0.014382901606570108,0.01% (10)
Federal,SONEX,10,0.014382901606570108,0.01% (10)
Federal,TROPICS (EVI-3),10,0.014382901606570108,0.01% (10)
Federal,Physics:Radiation,10,0.014382901606570108,0.01% (10)
Federal,SNWG/OPERA,10,0.014382901606570108,0.01% (10)
Federal,Flu Vaccinations,10,0.014382901606570108,0.01% (10)
State,Census & Economic,9,0.029703950625433184,0.03% (9)
Federal,"Rosamond Lake, CA",9,0.0129446114459131,0.01% (9)
Federal,Bioscience:Proteomics,9,0.0129446114459131,0.01% (9)
City,GIS,9,0.042190136883555225,0.04% (9)
State,Finance,9,0.029703950625433184,0.03% (9)
Federal,Neutron Research,9,0.0129446114459131,0.01% (9)
Federal,MEaSUREs/OSWV,9,0.0129446114459131,0.01% (9)
State,Aviation,9,0.029703950625433184,0.03% (9)
Federal,2013_AN_UTIG,9,0.0129446114459131,0.01% (9)
City,safety,9,0.042190136883555225,0.04% (9)
County,Law Enforcement & Safety,9,0.08265221783451189,0.08% (9)
Federal,ISS_RapidScat,9,0.0129446114459131,0.01% (9)
County,Equity & Justice,9,0.08265221783451189,0.08% (9)
Federal,Electronics:Sensors,9,0.0129446114459131,0.01% (9)
Federal,EPI,9,0.0129446114459131,0.01% (9)
City,"Administration, Government, Public finances, Citizenship",9,0.042190136883555225,0.04% (9)
Federal,IPCC,9,0.0129446114459131,0.01% (9)
Federal,Science and Engineering Workforce,9,0.0129446114459131,0.01% (9)
Federal,Data-Other,9,0.0129446114459131,0.01% (9)
Federal,INTEXA,9,0.0129446114459131,0.01% (9)
Federal,Energy:Electric power / smart grid,9,0.0129446114459131,0.01% (9)
County,Community,9,0.08265221783451189,0.08% (9)
State,Utilities & Telecommunications,9,0.029703950625433184,0.03% (9)
City,Human Resources,9,0.042190136883555225,0.04% (9)
County,Administrative and Fiscal Services,9,0.08265221783451189,0.08% (9)
State,Culture and Recreation,9,0.029703950625433184,0.03% (9)
Federal,Fire:Fire risk reduction,9,0.0129446114459131,0.01% (9)
State,Structure,9,0.029703950625433184,0.03% (9)
Federal,Metrology,9,0.0129446114459131,0.01% (9)
Federal,"Metrology:Optical, photometry, and laser metrology",9,0.0129446114459131,0.01% (9)
Federal,Travel and Transportation,9,0.0129446114459131,0.01% (9)
Federal,SHIFT,9,0.0129446114459131,0.01% (9)
Federal,ORACLES,9,0.0129446114459131,0.01% (9)
City,COVID-19,9,0.042190136883555225,0.04% (9)
Federal,STRAT,9,0.0129446114459131,0.01% (9)
City,Real Estate,9,0.042190136883555225,0.04% (9)
Federal,Rule of Law (ROL),9,0.0129446114459131,0.01% (9)
Federal,POLARIS,9,0.0129446114459131,0.01% (9)
Federal,Bioscience:Cell biology,9,0.0129446114459131,0.01% (9)
State,Zoning,8,0.02640351166705172,0.03% (8)
Federal,"Mt. Lofty, Australia",8,0.011506321285256088,0.01% (8)
City,Geographic Locations and Boundaries,8,0.03750234389649353,0.04% (8)
Federal,Physical Activity,8,0.011506321285256088,0.01% (8)
Federal,"Pellston, MI",8,0.011506321285256088,0.01% (8)
Federal,"Mt. Wellington, Australia",8,0.011506321285256088,0.01% (8)
City,Events,8,0.03750234389649353,0.04% (8)
Federal,"Lake Michigan, MN/MI",8,0.011506321285256088,0.01% (8)
Federal,Mathematics and Statistics:Experiment design,8,0.011506321285256088,0.01% (8)
City,Archived,8,0.03750234389649353,0.04% (8)
Federal,"Mauna Kea, HI",8,0.011506321285256088,0.01% (8)
Federal,Metrology:Amount of substance,8,0.011506321285256088,0.01% (8)
Federal,"North Park Site, CO",8,0.011506321285256088,0.01% (8)
State,Telecommunications,8,0.02640351166705172,0.03% (8)
Federal,"Inyo Domes, CA",8,0.011506321285256088,0.01% (8)
Federal,"Nutrition, Physical Activity, and Obesity",8,0.011506321285256088,0.01% (8)
Federal,"Iron Mtn, CA",8,0.011506321285256088,0.01% (8)
Federal,"Mauna Loa, HI",8,0.011506321285256088,0.01% (8)
Federal,"Kerang, Australia",8,0.011506321285256088,0.01% (8)
Federal,"Raco, MI",8,0.011506321285256088,0.01% (8)
Federal,Physics:Biological physics,8,0.011506321285256088,0.01% (8)
Federal,"Kilauea, HI",8,0.011506321285256088,0.01% (8)
Federal,Infrastructure,8,0.011506321285256088,0.01% (8)
Federal,"Kinabalu, Malaysia",8,0.011506321285256088,0.01% (8)
Federal,National Geospatial Data Asset Transportation,8,0.011506321285256088,0.01% (8)
Federal,"Kellogg, MI",8,0.011506321285256088,0.01% (8)
Federal,National Center for Health Statistics,8,0.011506321285256088,0.01% (8)
Federal,"Injune, Australia",8,0.011506321285256088,0.01% (8)
Federal,"Plumas National Forest, CA",8,0.011506321285256088,0.01% (8)
City,Geographic Base Layers,8,0.03750234389649353,0.04% (8)
Federal,"Kinta, Malaysia",8,0.011506321285256088,0.01% (8)
Federal,"Palm Valley, Australia",8,0.011506321285256088,0.01% (8)
City,Fiscal Sustainability,8,0.03750234389649353,0.04% (8)
Federal,"Rabbit Ears Site, CO",8,0.011506321285256088,0.01% (8)
Federal,"Nashville, TN",8,0.011506321285256088,0.01% (8)
Federal,"Monticello, AK",8,0.011506321285256088,0.01% (8)
City,Budget/Finance,8,0.03750234389649353,0.04% (8)
Federal,Physics:Magnetics,8,0.011506321285256088,0.01% (8)
Federal,"Kota Samarahan, Malaysia",8,0.011506321285256088,0.01% (8)
Federal,"North Channel, Great Lakes",8,0.011506321285256088,0.01% (8)
Federal,"Long Beach, CA",8,0.011506321285256088,0.01% (8)
Federal,"Jameson Island, MO",8,0.011506321285256088,0.01% (8)
Federal,"Mt. Fuji, Japan",8,0.011506321285256088,0.01% (8)
Federal,"Kunoth, Australia",8,0.011506321285256088,0.01% (8)
Federal,ACCLIP,8,0.011506321285256088,0.01% (8)
Federal,Foodborne,8,0.011506321285256088,0.01% (8)
Federal,"Sydney Coast, Australia",8,0.011506321285256088,0.01% (8)
Federal,"Beardstown, IL",8,0.011506321285256088,0.01% (8)
Federal,"San Clemente Island, CA",8,0.011506321285256088,0.01% (8)
Federal,"Fly River, Papua New Guinea",8,0.011506321285256088,0.01% (8)
Federal,"Foodborne, Waterborne, and Related Diseases",8,0.011506321285256088,0.01% (8)
Federal,"San Antonio, TX",8,0.011506321285256088,0.01% (8)
Federal,"St. Charles, MO",8,0.011506321285256088,0.01% (8)
Federal,"St. Francis Mountains, MO",8,0.011506321285256088,0.01% (8)
Federal,Standards:Documentary standards,8,0.011506321285256088,0.01% (8)
Federal,"Central Ice Sheet, Greenland",8,0.011506321285256088,0.01% (8)
Federal,"Fort Collins, CO",8,0.011506321285256088,0.01% (8)
Federal,"Saltville, VA",8,0.011506321285256088,0.01% (8)
Federal,"Fort Irwin, CA",8,0.011506321285256088,0.01% (8)
Federal,"Salinas, CA",8,0.011506321285256088,0.01% (8)
Federal,2014_AN_UTIG,8,0.011506321285256088,0.01% (8)
Federal,GLAM,8,0.011506321285256088,0.01% (8)
Federal,"Stillman Creek, Winlock, WA",8,0.011506321285256088,0.01% (8)
Federal,"Tomakomai, Japan",8,0.011506321285256088,0.01% (8)
Federal,2015_AN_UTIG,8,0.011506321285256088,0.01% (8)
Federal,GPMGV,8,0.011506321285256088,0.01% (8)
Federal,"Sabine Pass, TX",8,0.011506321285256088,0.01% (8)
City,"Recreation, Arts, and Culture",8,0.03750234389649353,0.04% (8)
Federal,"Galveston, TX",8,0.011506321285256088,0.01% (8)
Federal,full text,8,0.011506321285256088,0.01% (8)
Federal,"Dallas, TX",8,0.011506321285256088,0.01% (8)
Federal,"SSA, Canada",8,0.011506321285256088,0.01% (8)
Federal,"Daintree, Australia",8,0.011506321285256088,0.01% (8)
Federal,Fire:Structural fire resistance,8,0.011506321285256088,0.01% (8)
Federal,"San Diego, CA",8,0.011506321285256088,0.01% (8)
Federal,Global Survey Data,8,0.011506321285256088,0.01% (8)
Federal,"San Francisco, CA",8,0.011506321285256088,0.01% (8)
Federal,"Eastern Mojave, CA",8,0.011506321285256088,0.01% (8)
Federal,Buildings and Construction:Indoor air quality,8,0.011506321285256088,0.01% (8)
Federal,Buildings and Construction:Building materials,8,0.011506321285256088,0.01% (8)
Federal,office actions,8,0.011506321285256088,0.01% (8)
Federal,pre-grant,8,0.011506321285256088,0.01% (8)
Federal,"Usumacinta, Mexico/Guatemala",8,0.011506321285256088,0.01% (8)
Federal,pre-grant publications,8,0.011506321285256088,0.01% (8)
Federal,Brunei,8,0.011506321285256088,0.01% (8)
Federal,Energy and Utilities,8,0.011506321285256088,0.01% (8)
Federal,SnowEx,8,0.011506321285256088,0.01% (8)
Federal,Energy:Energy efficiency,8,0.011506321285256088,0.01% (8)
Federal,"Santiam, OR",8,0.011506321285256088,0.01% (8)
Federal,"Santiam Pass, OR",8,0.011506321285256088,0.01% (8)
Federal,"Bonanza Creek, AK",8,0.011506321285256088,0.01% (8)
Federal,"Bolivar Peninsula, TX",8,0.011506321285256088,0.01% (8)
County,Business,8,0.07346863807512168,0.07% (8)
Federal,"Santa Monica Mountains, CA",8,0.011506321285256088,0.01% (8)
Federal,"Santa Cruz Coast, CA",8,0.011506321285256088,0.01% (8)
Federal,FEVS,8,0.011506321285256088,0.01% (8)
Federal,"Bishop, CA",8,0.011506321285256088,0.01% (8)
Federal,FIRMS,8,0.011506321285256088,0.01% (8)
Federal,"Bintulu, Malaysia",8,0.011506321285256088,0.01% (8)
State,Environmental Remediation,8,0.02640351166705172,0.03% (8)
Federal,"Denver, CO",8,0.011506321285256088,0.01% (8)
Federal,"San Gabriel Mountains, CA",8,0.011506321285256088,0.01% (8)
State,Business and Industry,8,0.02640351166705172,0.03% (8)
City,"Sports, Leisure",8,0.03750234389649353,0.04% (8)
Federal,"Wanganui, New Zealand",8,0.011506321285256088,0.01% (8)
Federal,"Whitefish Bay, WI",8,0.011506321285256088,0.01% (8)
Federal,"Runnels County, TX",8,0.011506321285256088,0.01% (8)
Federal,"Web County, TX",8,0.011506321285256088,0.01% (8)
Federal,"Tarcoola, Australia",8,0.011506321285256088,0.01% (8)
Federal,"Altamaha River, GA",8,0.011506321285256088,0.01% (8)
Federal,"Cordillera Real, Bolivia",8,0.011506321285256088,0.01% (8)
Federal,"Rodeo-Chediski Fire Scar, AZ",8,0.011506321285256088,0.01% (8)
Federal,tiff,8,0.011506321285256088,0.01% (8)
Federal,"Hunter Region, Australia",8,0.011506321285256088,0.01% (8)
Federal,"Huon Pen, Papua New Guinea",8,0.011506321285256088,0.01% (8)
Federal,"Wind River, WA/OR",8,0.011506321285256088,0.01% (8)
Federal,Health Consequences and Costs,8,0.011506321285256088,0.01% (8)
Federal,"Wolf Creek, Australia",8,0.011506321285256088,0.01% (8)
State,Labor and Employment,8,0.02640351166705172,0.03% (8)
Federal,"Yazoo River, Delta NF, MS",8,0.011506321285256088,0.01% (8)
Federal,"Yellowstone, WY",8,0.011506321285256088,0.01% (8)
Federal,Youth Risk Behaviors,8,0.011506321285256088,0.01% (8)
Federal,claims,8,0.011506321285256088,0.01% (8)
Federal,"Yucca Ridge, CA",8,0.011506321285256088,0.01% (8)
Federal,and Obesity,8,0.011506321285256088,0.01% (8)
Federal,and Related Diseases,8,0.011506321285256088,0.01% (8)
State,Infrastructure,8,0.02640351166705172,0.03% (8)
Federal,"Colorado Front Range, CO",8,0.011506321285256088,0.01% (8)
Federal,"Gyeongsang, South Korea",8,0.011506321285256088,0.01% (8)
Federal,Applied Science,8,0.011506321285256088,0.01% (8)
Federal,Washington DC,8,0.011506321285256088,0.01% (8)
Federal,"Gongju, South Korea",8,0.011506321285256088,0.01% (8)
Federal,SMAPVEX08,8,0.011506321285256088,0.01% (8)
Federal,"Sungai Wain, Indonesia",8,0.011506321285256088,0.01% (8)
Federal,Waterborne,8,0.011506321285256088,0.01% (8)
City,Planning,8,0.03750234389649353,0.04% (8)
Federal,"HJ Andrews Forest, OR",8,0.011506321285256088,0.01% (8)
Federal,"Tubuai, French Polynesia",7,0.010068031124599076,0.01% (7)
Federal,Taiwan - central,7,0.010068031124599076,0.01% (7)
Federal,"Chanthaburi, Thailand",7,0.010068031124599076,0.01% (7)
Federal,"Manua Islands, American Samoa",7,0.010068031124599076,0.01% (7)
Federal,"Trout Lake, WI",7,0.010068031124599076,0.01% (7)
Federal,"Taipei area, Taiwan",7,0.010068031124599076,0.01% (7)
Federal,"Columbia Glacier, AK",7,0.010068031124599076,0.01% (7)
